brand_name,model,processor_brand,iter,rating,memory_type,gpu_brand,gpu_type,Touch_Screen,os,virtualization_support,linux_compatible,cuda_support,code_compile_benchmark,display_productivity,threads_num,core_num,ram_num,memory_size,display_size,resolutioin_height,ppi,resolutioin_width,warrenty,development_performance_score,price_to_performance,price
Acer,Acer Aspire 3 A324-45 Laptop (Intel Core Celeron N4500/ 8GB/ 512GB SSD/ Win11),Intel,Celeron,4.35,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,512.0,14.0,1366.0,111.94,768.0,1.0,26.0,1.13,22990
Acer,Acer Aspire 3 14 A324-45 Laptop (Intel Core Celeron N4500/ 8GB/ 256GB SSD/ Win11),Intel,Celeron,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,256.0,14.0,1366.0,111.94,768.0,1.0,26.0,1.21,21490
HP,HP Chromebook 14a-nf0017tu Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),Intel,Core i3,4.45,Hard Disk,Intel,Integrated,True,Chrome,True,False,False,Slow,Medium,8.0,8.0,8.0,256.0,14.0,1080.0,157.35,1920.0,1.0,32.0,0.68,46990
Thomson,Thomson Neo 15  IN-N15I712 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/Win11 Home),Intel,Core i7,4.5,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,1.09,43990
Thomson,Thomson Neo 15 IN-N15I312 Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),Intel,Core i3,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,256.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.16,27490
Dell,Dell XPS 13 9345 AI Laptops (Snapdragon X Elite X1E-80-100/ 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.25,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Medium,14.4,12.0,16.0,512.0,13.4,1920.0,168.97,1200.0,1.0,49.6,0.642,141583
HP,HP Chromebook x360 14b-cd0012TU Laptop (Intel Processor N200/ 8GB/ 128GB UFS/ Chrome OS),Intel,Other,4.05,Hard Disk,Intel,Integrated,True,Chrome,True,False,False,Slow,Slow,4.0,8.0,8.0,128.0,14.0,1366.0,111.94,768.0,1.0,28.0,0.68,40990
Acer,Acer Aspire 3D 15 SpatialLabs Edition  A3D15-71GM 3D Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB RTX 4050),Intel,Core i7,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Fast,16.0,10.0,16.0,1000.0,15.6,3840.0,282.42,2160.0,2.0,62.0,0.35,174990
Acer,Acer Aspire 3 A325-45 Laptop (Intel Core Celeron N4500/ 8GB/ 512GB SSD/ Win11),Intel,Celeron,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,512.0,15.6,1366.0,100.45,768.0,1.0,26.0,1.13,22990
Lenovo,Lenovo Ideapad 5 83DR003BIN ‎2-in-1 Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 7,4.0,SSD,AMD,Integrated,True,Windows 11,True,True,False,Medium,Medium,16.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,48.0,0.62,77690
Lenovo,Lenovo Ideapad 5 ‎14AHP9 2-in-1 83DR003DIN Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.5,SSD,AMD,Integrated,True,Windows 11,True,True,False,Medium,Medium,12.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,44.0,0.61,72690
Microsoft,Microsoft Surface Pro 11 ‎ZIB-00031 Laptop (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),Qualcomm,Snapdragon,4.45,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Fast,16.8,12.0,16.0,1000.0,13.0,2880.0,266.26,1920.0,1.0,65.6,0.422,180990
Microsoft,Microsoft Surface Pro 11 2024 ‎ZID-00014 Laptop (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11),Qualcomm,Snapdragon,4.6,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Fast,13.2,12.0,32.0,1000.0,13.0,2880.0,266.26,1920.0,1.0,67.6,0.354,232990
Microsoft,Microsoft Surface Laptop 7 ‎ZGM-00023 (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.5,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Fast,14.0,10.0,16.0,512.0,13.8,2304.0,200.66,1536.0,1.0,51.6,0.6519999999999999,130019
Thomson,Thomson Neo Series IN-N14C Laptop (Intel Celeron N4020/ 4 GB/128 GB SSD/Win11 Home),Intel,Celeron,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,4.0,128.0,14.1,1366.0,111.14,768.0,1.0,22.0,1.47,14990
Microsoft,Microsoft Surface Pro 11 2024 ‎ZHY-00032 Laptop (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.5,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Fast,18.4,10.0,16.0,256.0,13.0,2880.0,266.26,1920.0,1.0,62.4,0.6479999999999999,131990
Microsoft,Microsoft Surface Laptop 7 15 ‎‎ZYT-00048 (Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),Qualcomm,Snapdragon,4.7,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Medium,19.6,12.0,16.0,1000.0,15.0,2496.0,199.99,1664.0,1.0,66.0,0.612,178990
Microsoft,Microsoft Surface Laptop 7 13.8 ‎‎ZGQ-00023 (Snapdragon X Elite/ 32GB/ 1TB SSD/ Win11),Qualcomm,Snapdragon,4.25,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Fast,24.0,12.0,32.0,1000.0,13.8,2304.0,200.66,1536.0,1.0,98.0,0.502,202990
HP,HP Chromebook x360 14b-cd0014TU Laptop (Intel Core i3-N305/ 8GB/ 256GB UFS/ Chrome OS),Intel,Core i3,4.15,Hard Disk,Intel,Integrated,True,Chrome,True,False,False,Slow,Slow,8.0,8.0,8.0,256.0,14.0,1366.0,111.94,768.0,1.0,32.0,0.77,41641
Acer,Acer Aspire Lite UN.34ESI.005 Gaming Laptop ( Intel Core i3 1305U / 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.35,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,6.0,5.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,24.0,0.77,30990
Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QSIN Laptop (AMD Ryzen 7 7735HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph RTX 3050),AMD,Ryzen 7,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,58.0,0.76,76250
HP,HP Chromebook 14a-nf0014tu Laptop (Intel Processor N100/ 4GB/ 64GB UFS/ Chrome OS),Intel,Other,4.35,Hard Disk,Intel,Integrated,True,Chrome,True,False,False,Slow,Slow,4.0,8.0,4.0,64.0,14.0,1366.0,111.94,768.0,1.0,24.0,0.81,29610
HP,HP Pavilion Aero 13-bg0016AU Laptop (AMD Ryzen 5 8640U/ 16GB / 512GB SSD/ Win11),AMD,Ryzen 5,4.75,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,16.0,512.0,13.3,1920.0,170.24,1200.0,1.0,44.0,0.56,78490
Lenovo,Lenovo IdeaPad Slim 3 14IRU8 82X6004GIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.35,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,6.0,5.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,24.0,0.65,37190
Lenovo,Lenovo IdeaPad Slim 5 ‎15IRU9 83E6001JIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),Intel,Other,4.5,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.79,60690
Gigabyte,Gigabyte G5 MF5-52IN354SH Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Intel,Core i5,4.6,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,12.0,16.0,512.0,15.6,1920.0,141.21,1080.0,2.0,66.0,0.72,91257
Gigabyte,Gigabyte G5 KF5-H3IN353SH Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Intel,Core i7,4.1,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,2.0,62.0,0.58,107116
MSI,MSI Modern 15 H AI C1MG-045IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 7,4.7,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,22.0,16.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,70.0,1.06,65990
MSI,MSI Katana A17 AI B8VE-884IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),AMD,Ryzen 9,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Slow,16.0,8.0,16.0,1000.0,17.3,1920.0,127.34,1080.0,2.0,58.0,0.58,99990
HP,HP 15s-fy5011TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.94,33990
Dell,Dell 16 Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Intel,Core i7,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,16.0,12.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,56.0,0.62,89990
Lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),AMD,Ryzen 5,4.2,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.76,70990
Asus,Asus TUF Gaming F15 FX507VU-LP210W Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Intel,Core i7,4.2,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,62.0,0.64,96990
Asus,Asus Vivobook 16 X1605ZAC-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,16.0,12.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,56.0,1.02,54990
Lenovo,Lenovo IdeaPad Slim 3 82RJ00FGIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.4,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Medium,8.0,8.0,8.0,512.0,14.0,1920.0,157.35,1080.0,1.0,32.0,1.05,30591
Asus,Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS Laptop (Intel Core Ultra 9 185H/ 16GB/ 1TB SSD/ Win11),Intel,Core Ultra 9,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Fast,22.0,16.0,16.0,1000.0,15.6,2880.0,211.82,1620.0,1.0,70.0,0.58,119990
MSI,MSI Crosshair 16 HX Monster Hunter Edition D14VFKG-408IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX4060),Intel,Core i7,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,28.0,20.0,16.0,1000.0,16.0,2560.0,183.58,1440.0,2.0,94.0,0.56,167990
Dell,Dell G15-5535 Gaming Laptop (AMD Ryzen 5 7640HS/ 16GB/ 1TB SSD/ Win11/ RTX 3050 6GB Graph),AMD,Ryzen 5,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.68,79990
Lenovo,Lenovo LOQ 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),Intel,Core i5,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,24.0,512.0,15.6,1920.0,141.21,1080.0,1.0,70.0,0.8,87990
Lenovo,Lenovo IdeaPad 5i 83DT004SIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),Intel,Other,4.7,SSD,Intel,Integrated,True,Windows 11,True,True,False,Slow,Medium,12.0,10.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,48.0,0.59,80690
Lenovo,Lenovo IdeaPad Slim 3 14IAH8 83EQ0063IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,8.0,512.0,14.0,1920.0,157.35,1080.0,1.0,36.0,0.75,48000
Asus,Asus TUF Gaming A15 FA506NC-HN083W Laptop (AMD Ryzen 5 7535HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),AMD,Ryzen 5,4.75,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.85,63289
Lenovo,Lenovo IdeaPad Slim 5 14IMH9 83DA0002IN Laptop (Intel Core Ultra 5 125H/ 16 GB RAM/ 512GB SSD/ Win 11),Intel,Core Ultra 5,4.0,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,18.0,14.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,62.0,0.85,73190
Lenovo,Lenovo IdeaPad Slim 3 15IRH8 83EM009YIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Intel,Core i7,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,52.0,0.81,63890
HP,HP Victus 15-fb2117AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),AMD,Ryzen 7,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,58.0,0.63,91990
Asus,Asus Vivobook S 15 OLED 2024 S5507QAD-MA751WS Laptop (Qualcomm Snapdragon X Elite/ 16GB/ 1TB SSD/ Win11),Qualcomm,Snapdragon,4.6,SSD,Qualcomm,Integrated,False,Windows 11,False,True,False,Slow,Fast,12.0,12.0,16.0,1000.0,15.6,2880.0,211.82,1620.0,1.0,52.0,0.52,99990
HP,HP Victus 15-fb2114AX Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),AMD,Ryzen 7,4.1,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,58.0,0.66,88490
Lenovo,Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Intel,Celeron,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,512.0,14.0,1366.0,111.94,768.0,1.0,26.0,1.06,24490
HP,HP Spectre x360 16-aa0015TU Laptop ( Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),Intel,Core Ultra 7,4.05,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,22.0,16.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,70.0,0.44,157700
Lenovo,Lenovo IdeaPad Slim 3 83EQ005VIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,44.0,0.91,48499
Acer,Acer Aspire 3 A324-51 UN.343SI.00A Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Intel,Core i7,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,1000.0,14.0,1920.0,157.35,1080.0,1.0,48.0,1.02,46990
Dell,Dell 16 XPS 9640 OLED Laptop ( Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),Intel,Core Ultra 9,4.0,SSD,NVIDIA,Dedicated,True,Windows 11,True,True,True,Fast,Fast,22.0,16.0,32.0,1000.0,16.3,3840.0,277.81,2400.0,1.0,96.0,0.26,366244
Dell,Dell XPS 16 9640 OLED Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graphics),Intel,Core Ultra 7,4.75,SSD,NVIDIA,Dedicated,True,Windows 11,True,True,True,Medium,Fast,22.0,16.0,32.0,1000.0,16.3,3840.0,277.81,2400.0,1.0,96.0,0.31,308813
MSI,MSI Modern 15 H AI C1MG-046IN Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core Ultra 7,4.35,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,22.0,16.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,70.0,1.13,61990
MSI,MSI Katana A15 AI B8VF-447IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 512GB SSD/ Win11 /8GB Graph),AMD,Ryzen 9,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Slow,16.0,8.0,16.0,512.0,15.6,1080.0,141.21,1920.0,2.0,58.0,0.48,119990
MSI,MSI Modern 15 H B13M-224IN Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i9,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Slow,20.0,14.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,64.0,0.91,69990
MSI,MSI Cyborg 15 A13VFK-1079IN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Intel,Core i7,4.45,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,2.0,62.0,0.54,114990
MSI,MSI Katana A17 AI B8VG-868IN Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),AMD,Ryzen 9,4.2,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Slow,16.0,8.0,16.0,1000.0,17.3,1920.0,127.34,1080.0,2.0,58.0,0.41,139990
Infinix,Infinix Zero Book Ultra AI ZL514 Laptop ( Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11 Home),Intel,Core Ultra 5,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,18.0,14.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,62.0,1.07,57990
MSI,MSI Modern 14 C12MO-1204IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,8.0,512.0,14.0,1920.0,157.35,1080.0,1.0,40.0,1.14,34990
HP,HP EliteBook Ultra AI PC Laptop (Snapdragon X Elite / 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.35,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Medium,14.8,11.6,16.0,512.0,14.0,2240.0,188.68,1400.0,1.0,52.4,0.782,169990
MSI,MSI Stealth 18 AI Studio A1VHG-023IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 12GB RTX 4080 Graph),Intel,Core Ultra 9,4.45,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Fast,22.0,16.0,32.0,2000.0,18.0,3840.0,251.57,2400.0,2.0,96.0,0.33,289990
Gigabyte,Gigabyte Aorus 16X ASG-63USC65SH Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),Intel,Core i9,4.0,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,32.0,24.0,32.0,2000.0,16.0,2560.0,188.68,1600.0,2.0,122.0,0.64,189990
MSI,MSI Modern 14 C12MO-1202IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i7,4.75,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,48.0,1.0,47990
MSI,MSI Modern 14 C12MO-1203IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,48.0,1.2,39990
MSI,MSI Thin 15 B12UCX-1693IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB RTX 2050 Graph),Intel,Core i7,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,2.0,62.0,0.91,67990
HP,HP Pavilion Plus 14-ew1082TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),Intel,Core Ultra 5,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Fast,18.0,14.0,16.0,512.0,14.0,2560.0,215.63,1600.0,1.0,62.0,0.7,87990
Asus,Asus Zenbook 14 OLED 2024 UX3405MA-PZ962WS Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 9,4.4,SSD,Intel,Integrated,True,Windows 11,True,True,False,Fast,Fast,22.0,16.0,32.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,86.0,0.59,144990
HP,HP 15s-fy5008TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.89,44999
Asus,Asus Vivobook 16X K3605ZF-MBN546WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,12.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,66.0,1.06,61990
Acer,Acer Aspire 3 A324-51 UN.343SI.003 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,48.0,1.17,40990
Asus,Asus ROG Zephyrus G16 OLED 2024 GU605MZ-CO931WS Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),Intel,Core Ultra 9,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,22.0,16.0,32.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,96.0,0.33,294890
MSI,MSI Titan 18 HX A14VHG-207IN Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ RTX 4080),Intel,Core i9,4.7,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Fast,32.0,24.0,64.0,2000.0,18.0,3840.0,251.57,2400.0,2.0,154.0,0.39,399990
HP,HP Victus 15-FA1310TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),Intel,Core i5,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.82,55990
MSI,MSI Stealth 18 AI Studio A1VIG-022IN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 2TB SSD/ Win11 Home/ 16GB RTX 4090 Graph),Intel,Core Ultra 9,4.45,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Fast,22.0,16.0,32.0,2000.0,18.0,3840.0,251.57,2400.0,2.0,96.0,0.28,339990
Lenovo,Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),Intel,Core i5,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.77,70190
Lenovo,Lenovo Yoga 7 83DJ006YIN Laptop (Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 7,4.3,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,22.0,16.0,16.0,1000.0,14.0,1920.0,161.73,1200.0,1.0,70.0,0.57,122990
Asus,Asus TUF Gaming F17 FX706HF-NY040W  Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Intel,Core i5,4.35,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,17.0,1920.0,129.58,1080.0,1.0,54.0,0.95,56990
Samsung,Samsung Galaxy Book 4 np750xgk-lg3in Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Intel,Other,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.62,78000
Lenovo,Lenovo LOQ 2024 15IRX9 83DV00LWIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 6GB RTX4050),Intel,Core i7,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,14.4,14.0,24.0,512.0,15.6,1920.0,141.21,1080.0,1.0,66.8,0.8960000000000001,94990
